china,korea
牺牲,[동사]대가를치르다.희생하다.(정의를위해)희생하다.자기목숨을버리다.[명사]희생.옛날제물용가축.
昔日,[명사]옛날.이전.
胸膛,[명사]가슴.흉부.
凶手,[명사]살인범.살인자.
胸怀,[명사]가슴.흉부.포부.흉금.마음.가슴.[동사]가슴[마음]에품다.
信誉,[명사]평판.신용.명성.
心眼儿,[명사]내심.마음속.심지.마음씨.기지.총기.마음.도량.
信仰,[명사]신앙.[동사]신앙하다.숭배하다.
心血,[명사]심혈.
心态,[명사]심리상태.
薪水,[명사]봉급.급료.
信念,[명사]신념.믿음.
心灵,[명사]심령.정신.[형용사]재치있는.눈치빠른.
新郎,[명사]신랑.
行政,[명사]행정.행정.사무.
形态,[명사]형태.형태.형태.
刑事,[명사]형사.
性能,[명사]성능.
性命,[명사]목숨.생명.
腥,[형용사]비린내가나다.[명사]비린내.생육.날고기.고기류.
心得,[명사]심득.느낌.
系列,[명사]계열.서로관련되어한조(組)를이루는사물.
细菌,[명사]세균.
膝盖,[명사]무릎.
媳妇,[명사]부인.마누라.동생혹은손아래친척의아내.
协议,[명사]협의.합의.[동사]협의하다.합의하다.
协会,[명사]협회.
屑,[명사]부스러기.찌꺼기.[형용사]자질구레하다.하찮다.[동사]…할만한가치가있다고여기다.
细胞,[명사]세포.
下属,[명사]부하.하급직원[관리].
效益,[명사]효과와수익.효익.
肖像,[명사](사람의)사진.화상.
消耗,[동사]소모하다.소모시키다.[명사]소모.소비.소식.기별.
消防,[명사]소방.소화와방화.
现状,[명사]현상.현황.
嫌疑,[명사]의심쩍음.혐의.
纤维,[명사](천연또는인공의)섬유.
线索,[명사]실마리.단서.(작품의)줄거리.맥락.
馅儿,[명사]만두등과같은밀가루음식재료로쓰이는것
先前,[명사]이전.예전.
先进,[형용사]선진의.남보다앞선.[명사]앞선사람.선진적인인물[집단].
闲话,[명사]험담.험구.[동사]한담하다.[명사](～儿)잡담.여담.
乡镇,[명사]향(鄕)과진(鎭).소도시.규모가작은지방도시.
向导,[명사]길안내자.가이드.[동사]길을안내하다.
巷,[명사]골목.좁은길.
宪法,[명사]헌법.
现场,[명사](사건이나사고의)현장.작업현장.현지.
嫌,[명사]혐의.의심.[동사]의심하다.싫어하다.역겨워하다.[명사]원한.미움.
弦,[명사]활시위.(～儿)줄.선.현악기.태엽.
峡谷,[명사]협곡.
霞,[명사]노을.
溪,[명사]산골짝시내[개울].시내.개천.
物资,[명사]물자.
武装,[명사]무장.군장.[동사]무장하다.무장시키다.(사상이나지식으로)채우다.무장하다.[명사]군사장비.
武侠,[명사]무협.협객.
无赖,[형용사]무뢰하다.막돼먹다.[명사]무뢰한.
误解,[동사]오해하다.[명사]오해.
舞蹈,[명사]무도.춤.[동사]춤추다.무용하다.
误差,[명사]오차.
窝[窩],[명사]둥지.둥우리.은신처.잠복처.(～儿)자리.곳.(～儿)보금자리와같은곳또는물건.
文艺,[명사]문예.문학과예술.문학.
文献,[명사]문헌.
文物,[명사]문물.
文凭,[명사]공문서.졸업증서.
温带,[명사]온대.
委员,[명사](위원회의)위원.위원.
卫星,[명사]위성.인공위성.놀랄만한새로운업적.[형용사]위성처럼어떤지역을둘러싼.
威信,[명사]위신.신망.
威望,[명사]명망.명성과인망.
维生素,[명사]비타민(vitamin).
为期,[동사]기한으로하다.약속날짜로삼다.[명사]기한.
威力,[명사]위력.
危机,[명사]위기.위험한고비.잠복된위험이나재난.위기.
微观,[명사]미시(경제용어).[형용사]미시의.미시적이다.
威风,[명사]위풍.위엄.[형용사]당당하다.늠름하다.
娃娃,[명사](갓난)아기.어린애.
玩意儿,[명사]완구.장난감.설창문예.곡예.물건.사물.(어떤)사람.사물.
妄想,[동사]망상하다.공상하다.[명사]망상.공상.
顽固,[형용사]완고하다.고집스럽다.[명사]고집쟁이.고집통(이).[형용사]보수적이다.수구적이다.고질적이다.견고하다.
往事,[명사]지난일.옛일.
往常,[명사]평소.평상시.
丸,[명사](～儿)작고둥근물건.알.환약.알약.[양사]알.환.[환약을세는단위][명사](Wán)성(姓).
外界,[명사]외부.외계.
外行,[형용사](어떤일에대해)문외한이다.경험이없다.[명사]문외한.비전문가.
外表,[명사]겉모습.외모.겉(면).표면.
土壤,[명사]토양.흙.
椭圆,[명사]타원.타원체.타원형.계란형.
途径,[명사]방법.방도.경로.과정.
推论,[동사]추론하다.[명사]추론.
徒弟,[명사]도제.제자.
团体,[명사]단체.집단.
图案,[명사]도안(圖案).
秃,[형용사]머리카락이없다[적다].머리가벗어지다.(산이)벌거숭이이다.민둥민둥하다.(물체의끝이닳아)무디다.모지라지다.(문장이)불완전하다.온전하지않다.
同志,[명사]동지.동지.동지.동지.
统计,[동사]통계하다.[명사]통계.[동사]합산하다.합계하다.[명사]통계전문가.
通货膨胀,[명사]통화팽창.인플레이션.
童话,[명사]동화.
同胞,[명사]동포.겨레.친형제자매.친동기.
提议,[동사]제의하다.[명사]제의.
体系,[명사]체계.
提示,[동사]일러주다.힌트를주다.[명사](독자를위한)도움말.
亭子,[명사]정자.
体面,[명사]체면.체통.[형용사](모양이나얼굴이)아름답다.예쁘다.떳떳하다.어엿하다.
题材,[명사]제재.문학이나예술작품의소재.
条约,[명사]조약.
调料,[명사]조미료.양념.
条理,[명사](생각·말·글등의)조리.순서.(생활·일등의)질서.짜임새.
条款,[명사]조항.조목.
天文,[명사]천문.천문학.
天堂,[명사]천당.천국.천국과같이행복한생활환경.
天然气,[명사]천연가스.
天才,[명사]천재.천부적인[타고난]재능.특출한지혜[재능].
特长,[명사]특기.장기.
陶瓷,[명사]도자기.
弹性,[명사]탄성.탄력성.유연성.탄력성.
太空,[명사]우주.높고드넓은하늘.
台风,[명사]태풍.
泰斗,[명사]태산북두.태두.권위자.대가(大家).
素质,[명사]소양.자질.소질.밑바탕.소질.천성.소질.자질.
岁月,[명사]세월.시간.
隧道,[명사]굴.터널.
四肢,[명사]사지.사체.(동물의)네다리.
思维,[명사]사유.[동사]사유하다.숙고하다.
死亡,[명사]사망.멸망.[동사]죽다.사망하다.
司令,[명사]사령.사령관.중국인민해방군의‘司令员’.
司法,[명사]사법.
书面,[명사]서면.지면.
书记,[명사]서리.서기.서기.
书籍,[명사]서적.책.
水泥,[명사]시멘트(cement).
水龙头,[명사]수도꼭지.
疏忽,[동사]소홀히하다.등한히하다.[형용사]부주의하다.꼼꼼하지않다.[명사]실수.
书法,[명사]서법.서도.서예.
数额,[명사]일정한수.정액(定額).
双胞胎,[명사]쌍둥이.
耍,[동사]놀리다.장난하다.가지고놀다.희롱하다.(수단을)부리다.피우다.공연하다.연기하다.
束,[동사]묶다.매다.[양사]묶음.다발.[동사]속박하다.제한하다.꾸리다.정리하다.
竖[竪],[형용사]수직의.세로의.[동사]똑바로[곧게]세우다.[명사](～儿)뚫을곤.‘丨’.
手艺,[명사]손재간.솜씨.
收益,[명사]수익.이득.
首要,[형용사]가장중요하다.[명사]수뇌.수반.
手势,[명사]손짓.손시늉.
手法,[명사]기교.수법.수완.수법.
实质,[명사]실질.본질.
石油,[명사]석유.
视野,[명사]시야.시계.시야.
事业,[명사]사업.(‘企业비영리적사회활동.
试验,[동사]시험하다.실험하다.[명사]시험.
事项,[명사]사항.
视线,[명사]시선.눈길.주의력.
失误,[동사]실수를하다.잘못하다.[명사]실수.실책.
事务,[명사]일.사무.총무.서무.전문적인업무.
示威,[동사]시위하다.[명사]시위.데모.[동사]위세를떨쳐보이다.
尸体,[명사](사람이나동물의)시체.
事态,[명사]사태.정황.
时事,[명사]시사.최근의국내외대사건.
使命,[명사]사명.명령.중대한책임.
实力,[명사]실력.(정치·경제적인)힘.
视力,[명사]시력.
势力,[명사]세력.
事件,[명사]사건.
事迹,[명사]사적.
时机,[명사](유리한)시기.기회.
实惠,[명사]실리.실익.[형용사]실속있다.실용적이다.
时光,[명사]시기.때.시간.세월.생활.생계살림.
事故,[명사]사고.
是非,[명사]시비.옳고그름.말다툼.
世代,[명사]여러대.대대.세대.연대.
设想,[동사]가상하다.상상하다.착상하다.고려하다.[명사]상상.가상.
社区,[명사]지역사회.(아파트등의)단지.
神仙,[명사]신선.선인(仙人).유유자적하며어느것에도얽매이지않는사람.예견이나통찰력이뛰어난사람.
神态,[명사]표정과태도.기색과자태.
绅士,[명사]신사.젠틀맨(gentleman)(지방의)유지.유력인사.
神气,[명사]표정.안색.[동사]으스대다.뽐내다.[형용사]활기차다.생기가넘치다.
声誉,[명사]명성.명예.
生物,[명사]생물.생물학(生物學).
生态,[명사]생태.
声势,[명사]성세.명성과위세.
盛情,[명사]두터운정.후의.
声明,[동사]성명하다.공개적으로선언하다.[명사]성명서.성명문.
生理,[명사]생리.생리학.
生机,[명사]활력.생명력.살아갈길.생존의기회.
省会,[명사]성도(省都).성정부소재지.
胜负,[명사]승부.승패.
牲畜,[명사]가축.
哨,[명사](～儿)호루라기.옛날군대편제의하나.초소.보초.
梢,[명사]나무(의)끝.말단.끝부분.
山脉,[명사]산맥.
上游,[명사](강의)상류(上流).앞선목표나수준.앞장.
上任,[동사]부임하다.취임하다.[형용사]전임의.[명사]전임자.
上级,[명사]상급.상부.
商标,[명사]상표.
擅长,[동사](어떤방면에)뛰어나다.잘하다.[명사]장기.재간.
刹车,[동사](자동차의)브레이크를걸다.제동을걸다.(동력을차단하여)기계를정지시키다[멈추다].멈추(게하)다.제지하다.[명사]제동기.브레이크(brake).
嫂子,[명사]형수.친구의아내에대한통칭.아주머니.
散文,[명사](운문과구별하여)산문.시·소설·희곡이외의문학작품.
弱点,[명사]약점.단점.허점.
容器,[명사]용기.
容貌,[명사]용모.생김새.
人质,[명사]인질.
人性,[명사]인성.인간의본성.
人士,[명사]인사.
人间,[명사]인간사회.세상.
人家,[대명사]남.타인.나.본인.어떤사람.어떤사람들.신분.몸.
人工,[형용사]인위적인.인공의.[명사]수공.인력.[양사](작업량의계산단위로)한사람의하루작업량.인력.
人格,[명사]인격.품격.인품.
人道,[명사]인간성.인간애.인간사.인도(人道).[동사]성교하다.[형용사]인도적이다.인간적이다.
热门,[명사]인기있는것.유행하는것.
曲子,[명사]노래.가곡.곡.
曲折,[형용사]굽다.구불구불하다.[명사]우여곡절.복잡한사정.[형용사]곡절이많다.
区域,[명사]구역.지역.
趣味,[명사]재미.흥미.취미.기호.
群众,[명사]대중.군중.민중비간부.비당원.대중.
确信,[동사]확신하다.조금도의심하지않다.[명사]확실한소식.
缺陷,[명사]결함.결점.
缺口,[명사](～儿)결함.흠집.(물질·경비등의)부족한부분.돌파구.빈틈.
渠道,[명사]관개수로.경로.방법.
权威,[명사]권위.권위자.[형용사]권위있다.
拳头,[명사]주먹.[형용사]우수한.일류의.
圈套,[명사]올가미.계략.
全局,[명사]전체국면.대세.
权衡,[명사]저울추와저울대.[동사]비교하다.따지다.
犬,[명사]개.
起源,[명사]기원.[동사]기원하다.
气压,[명사]대기압.
气象,[명사]기상.기상학.패기.기세.정경.모습.
期限,[명사]기한.시한.만기가거의다된즈음.
气味,[명사]냄새.성격과취향.
期望,[동사]기대하다.바라다.[명사]희망.기대.
丘陵,[명사]구릉.언덕.
启示,[동사]계시하다.시사하다.[명사]계시.
气势,[명사](사람또는사물의)기세.
启事,[명사]광고.공고.
气色,[명사]안색.혈색.
气魄,[명사]기백.패기.기세.힘.
旗袍,[명사]치파오.
情形,[명사]정황.상황.
倾向,[동사](한쪽으로)기울다.쏠리다.[명사]경향.추세.
请帖,[명사]청첩장.초대장.
请示,[동사](윗사람이나상부에)지시를바라다.[명사]지시요청서.
情理,[명사]이치.사리.
情节,[명사]플롯(plot).줄거리.(일의)경과.경위.
请柬,[명사]청첩장.초대장.
清晨,[명사]일출전후의시간.이른아침.
情报,[명사](주로기밀성을띤)정보.
器官,[명사](생물체의)기관.
气功,[명사]기공.(무술의일종인)기공.
气概,[명사]기개.
乞丐,[명사]거지.비렁뱅이.
起初,[명사]처음.최초.
器材,[명사]기자재.기재.
桥梁,[명사]교량.다리.중개자.매개.
前提,[명사]전제.전제조건.선결조건.
潜力,[명사]잠재능력.잠재력.
前景,[명사](가까운)장래.앞날.가장가까운경물(景物).
瀑布,[명사]폭포(수).
扑[撲],[동사]돌진하여덮치다.갑자기달려들다.(기체등이)곧바로덮쳐오다.(코를)찌르다.(어떤곳에)모든정력을쏟아붓다.몰두하다.(가볍게)치다[두드리다].(새가)날갯짓을하다.
魄力,[명사]박력.패기.
坡,[명사](～儿)비탈.언덕.[형용사]경사지다.비스듬하다.
品质,[명사]품질.질.품성.인품.
频率,[명사]빈도(수).주파수.
屏障,[명사](병풍처럼둘러쳐진)장벽.보호벽.[동사](병풍처럼)둘러싸다.차단하다.
平原,[명사]평원.
平面,[명사]평면.
评论,[동사]평론하다.논의하다.[명사]평론.논평.
品德,[명사]인품과덕성(德性).품성.
屁股,[명사]‘臀’의속칭.둔부.(동물의)궁둥이.엉덩이.끄트머리.끝.
皮革,[명사]피혁.가죽.
片刻,[명사]잠깐.잠시.
偏见,[명사]편견.선입견.
片断,[명사]토막.도막.[형용사]단편적인.불완전한.
偏差,[명사]편차.오차.오류.잘못.
劈,[동사](도끼등으로)쪼개다.패다.갈라지다.금가다.벼락이치다.[개사]정면으로향하여.
盆地,[명사]분지.
配偶,[명사]배필.배우자.
配备,[동사]배치하다.배분하다.(병력을)배치하다.두다.[명사]한벌[세트]의설비[장치·장비·기기].
泡沫,[명사](물)거품.포말.(물)거품.
判决,[동사]판결하다.선고하다.판단하다.결정하다.[명사](법률적인)판결.선고.판단.결정.
畔,[명사]가.가장자리.토지의경계.
派别,[명사]파별.파(派).
奴隶,[명사]노예.노예같은대접을받는사람.
农历,[명사]음력.농사력(農事曆).
年度,[명사]연도.
能量,[명사]에너지.능력.역량.
内幕,[명사]내막.속사정.
内涵,[명사]내포.(언어에담겨있는)내용.의미.수양.교양.
拿手,[형용사](어떤기술에)뛰어나다.능하다.[명사]성공할자신[믿음].자신감.
母语,[명사]모국어.모어.모어.
模样,[명사]모양.모습.상황.정황.대략.대강.
目光,[명사]시선.눈길.눈빛.눈초리.견해.분별력.
模型,[명사]모형.모본.모형.모형.주형(鑄型).
魔术,[명사]마술.
模式,[명사]모식.(표준)양식.
魔鬼,[명사]마귀.악마.사악한사람[세력].악마.
模范,[명사]모범.[형용사]모범적인.모범이되는.
摩擦,[동사]마찰하다.비비다.[명사]마찰.마찰.알력.
膜,[명사]막.막과같이얇은물질.
迷信,[명사]미신.맹목적인숭배[신봉].[동사](존재하지않는)귀신등을믿다.미신을믿다.맹신(盲信)하다.덮어놓고믿다.
民间,[명사]민간.비공식적.사적(私的).
名誉,[명사]명예.명성.[형용사]명예의.명의상의.
名额,[명사]정원.인원수.
名次,[명사]석차.순위.
密度,[명사]밀도.밀도.비중.
面子,[명사]체면.면목.안면.정실.표면.겉면.분말.
面貌,[명사]용모.생김새.(사물의)면모.외관.
萌芽,[동사](식물이)싹트다.움트다.[명사]새싹.맹아.[동사](사물이)발생하기시작하다.
媒介,[명사]매개자.매개물.
枚,[양사]매.장.개.발.[일부무기를세는단위][부사]하나하나.일일이.[명사]하무.
码头,[명사]부두.선창(船艙).수륙교통이편리한상업도시.
漫画,[명사]만화.
埋伏,[동사]매복하다.잠복하다.숨다.[명사]매복병.
脉搏,[명사]맥박.(사물의)발전[변화]법칙.추세.
炉灶,[명사]‘炉子(부뚜막)’와‘灶(가마목)’의합칭.
论证,[명사]논증.입론의근거.논거.[동사]논증하다.
论坛,[명사]논단.칼럼.
轮胎,[명사]타이어.타이어튜브(tiretube).
轮廓,[명사]윤곽.테두리.(일의)개요.대체적인상황.
轮船,[명사](증)기선.
理智,[명사]이지.이성과지혜.[형용사]냉정하다.침착하다.
例外,[동사]예외로하다.예외(가되)다.[명사]예외.예외적인상황.
流氓,[명사]건달.깡패.못된[불량한·나쁜]짓.비속한[상스러운]행동.유랑민.유민.
领袖,[명사]영수.지도자.
领土,[명사]영토.국토.
领事馆,[명사]영사관.
灵魂,[명사]영혼.혼.마음.정신.사물의중심.핵심요소.양심.인격.
灵感,[명사]영감.
凌晨,[명사]새벽녘.이른아침.
黎明,[명사]여명.동틀무렵.
礼节,[명사]예절.
立交桥,[명사]입체교차로.
历代,[명사]역대.대대(代代).세세(世世).[동사]각시대를겪다.
里程碑,[명사]이정표.기념비적사건.역사상이정표가되는사건.
立场,[명사]입장.태도.계급적입장.
联盟,[명사]연맹.동맹.[동사]연맹하다.[명사]연맹.
良心,[명사]선량한마음.양심.
乐趣,[명사]즐거움.기쁨.
雷达,[명사]레이더(radar).전파탐지기.
牢骚,[명사]불평.불만.[동사]넋두리하다.푸념하다.
栏目,[명사]난(欄).항목.
来源,[명사](사물의)내원.근원.[동사](사물이)기원하다.유래하다.
来历,[명사](사람이나사물의)경력.배경.
喇叭,[명사]나팔.(소리를내는)나팔모양의물건.
款式,[명사]스타일.타입.
框架,[명사]뼈대.프레임(frame).뼈대.골격.
筐,[명사]광주리.바구니.
口音,[명사]구음.입소리.
口头,[명사]구두.[형용사]구두로표현하다.말로나타내다.
口腔,[명사]구강.
口气,[명사]어조.말투.입의기운.입김.말투.말속에나타나는뜻.말투.
空想,[동사]공상하다.[명사]공상.
空隙,[명사]틈.간격.겨를.짬.틈새.빈틈.
空洞,[형용사](말이나문장에)내용이없다.요지가없다.[명사]공동.
空白,[명사]공백.여백.공백.빈자리.
孔,[명사]구멍.(Kǒng)성(姓).[형용사]통하는.[양사]동굴·유정(油井)등을세는단위.
课题,[명사](연구·토론)과제.프로젝트.(처리해야할)과제.
坑,[동사](사람을)함정[곤경]에빠뜨리다.[명사](～儿)구멍.구덩이.갱.굴.[동사](사람을)생매장하다.산채로파묻다.
科目,[명사]과목.항목.과거시험의과목.
客户,[명사]이주자.다른곳에서이주하여온사람.소작인.거래처.바이어.
卡通,[명사]만화영화.동화(動畫).만화.카툰(cartoon).
考古,[동사]고고학을연구하다.[명사]고고학.
刊物,[명사]간행물.출판물.
开支,[동사]지불하다.지출하다.[명사]지출.비용.[동사]임금[봉급]을지급하다.
局势,[명사]국세.국면.
军队,[명사]군대.
局面,[명사]국면.형세.규모.
觉悟,[동사]깨닫다.자각하다.(도리를)깨우치다.깨닫다.[명사]각오.의식.
绝望,[동사]절망하다.[명사]절망.
决策,[명사]결정된책략[정책·전술·전략·방침].[동사]책략[정책·방침]등을결정하다.
举动,[명사]동작.행위.
局部,[명사]국부.(일)부분.
剧本,[명사]극본.각본.
记载,[동사]기재하다.기록하다.[명사]기록.기사.
机遇,[명사](좋은)기회.찬스.
基因,[명사]유전자.유전인자.
纪要,[명사]기요.요록.
记性,[명사]기억력.
机械,[명사]기계.기계장치.[형용사]기계적이다.융통성이없다.
迹象,[명사]흔적.자취.
极限,[명사]극한.궁극의한계.극한(값).
纠纷,[명사]다툼.분쟁.
集团,[명사]집단.단체.(기업)집단.(기업)그룹(group).
激情,[명사]격정.열정적인감정.
技巧,[명사]기교.기예.곡예체조.텀블링(tumbling).
进展,[동사]진전하다.전진하다.[명사]진전.
金融,[명사]금융.
近来,[명사]근래.요즘.
颈椎,[명사]경추.목등뼈.
经纬,[명사](직물의)날줄과씨줄.경도와위도.경선(經線)과위선(緯線).등거리종선과횡선.[동사]계획하다.다스리다.
镜头,[명사]렌즈.(사진촬영시의)장면.화면.(영화의)커트신(cutscene).신(scene).
境界,[명사](토지의)경계.경지.
精华,[명사]정화.정수.광화(光華).광휘(光輝).
警告,[동사]경고하다.[명사]경고.
经费,[명사](사업·지출상의)경비.비용.
茎[莖],[명사]식물의줄기.줄기모양의물건.수컷의생식기.[양사]가닥.오리.
机密,[명사]기밀.극비.[형용사]기밀이다.극비이다.
季军,[명사](운동경기등의)3등.
忌讳,[동사](말이나행동을)금기하다.꺼리다.힘써피하다.삼가다.[명사]식초.
籍贯,[명사]출생지.원적.
机构,[명사]기구.기구.기구.
节奏,[명사]리듬.박자.(일이나활동의)리듬.흐름.
界限,[명사]경계.한도.
结局,[명사]결말.종국.(이야기의)결말.끝.
阶层,[명사](사회의)층.계층.계층.집단.
极端,[명사]극단.[부사]아주.(지)극히.
季度,[명사]사분기(四分期).분기.
基地,[명사]근거지.본거지.기지.
疾病,[명사]병.질병.
级别,[명사]등급.단계.
佳肴,[명사]맛있는[좋은·훌륭한]요리[안주].
家属,[명사]가솔.가속.가솔.가속.
交易,[동사]교역하다.매매하다.[명사]장사.거래.거래.
教养,[명사]교양.[동사]가르쳐키우다.교양하다.
娇气,[형용사](성격이)여리다.유약하다.(물건이)깨지기쉽다.(화초가)기르기까다롭다.[명사]연약한성격과태도.
角落,[명사]구석.모퉁이.외딴곳.외진곳.
焦点,[명사](문제나관심사의)초점.집중.초점.초점.
监狱,[명사]교도소.감옥.
见闻,[명사]견문.문견(聞見).
简体字,[명사]간화자.간체자.
舰艇,[명사]함정.
见解,[명사]견해.소견.
奖赏,[동사]상을주다.포상하다.[명사]포상.장려.
奖励,[동사]장려하다.표창하다.[명사]상(賞).상금.
将军,[명사]장군.장성.장군.[동사](장기에서)‘장군’을부르다.난감하게하다.난처하게하다.
间隔,[명사](시간·공간의)간격.사이.[동사](시간·공간상으로)간격을두다.띄우다.
桨[槳],[명사]노(櫓).
尖端,[형용사]첨단의.[명사]첨단.물체의뾰족한끝.
监督,[동사]감독하다.[명사]감독.
鉴定,[동사]감정(鑑定)하다.(사람의장단점을)평가하다.사정(査定)하다.[명사](사람에대한)평정(評定).평가.
间谍,[명사]간첩.
家伙,[명사]놈.녀석.공구.도구.녀석.놈.
家常,[형용사]평상의.보통의.[명사]가정의일상생활.일상적인일.
湖泊,[명사]호수의통칭.
火药,[명사]화약.
火焰,[명사]화염.불꽃.
活力,[명사]활력.생기.
火箭,[명사]불화살.화전.로켓.
货币,[명사]화폐.
浑身,[명사]전신.온몸.
贿赂,[동사]뇌물을주다.[명사]뇌물.
化石,[명사]화석.
华侨,[명사]화교.
患者,[명사]환자.병자.
环节,[명사]환절.고리마디.일환.
黄昏,[명사]황혼.해질무렵.
花瓣,[명사]꽃잎.화판(花瓣).
后勤,[명사]후방근무.병참보급업무.물자조달·관리업무.
喉咙,[명사]목구멍.인후.
后代,[명사]후대.후세.후대[후세]사람.후손.후대.
洪水,[명사]큰물.홍수.
和气,[형용사](태도가)온화하다.부드럽다.(관계가)화목하다.사이가좋다.[명사]화기.화목한감정.
狠心,[동사]모질게마음먹다.[형용사]모질다.잔인하다.[명사]모진마음.독한마음.
痕迹,[명사]흔적.자취.잔흔(殘痕).남은흔적.
号召,[동사]호소하다.[명사]호소.
耗费,[동사]들이다.낭비하다.[명사]소비한금액과물자.투입한비용과물자.
含义,[명사]함의.내포된뜻.
行列,[명사]행렬.행과열.행렬.대열.
海滨,[명사]해변.바닷가.
海拔,[명사]해발.
故障,[명사](기계따위의)고장.결함.
故乡,[명사]고향.
顾问,[명사]고문.
国务院,[명사]국무원.국무원.(미국의)국무성.
过失,[명사]잘못.실수.과실.
国防,[명사]국방.
棍棒,[명사]막대기.방망이.(옛날의무술용)방망이.(체조용)곤봉.
顾虑,[동사]고려하다.걱정하다.[명사]고려.염려.
贵族,[명사]귀족.특수한권리를누리는사람.
规章,[명사]규칙.규정.국가기관의규정.
规划,[동사]기획하다.계획하다.[명사]발전계획.기획.
规格,[명사]표준.규격.규정된요구나조건.
规范,[명사]규범.표준.[동사]규범에맞게하다.규범화하다.[형용사]규범에맞는.규범적인.
轨道,[명사]궤도.궤적.궤도.궤적.철로.선로.궤도.
骨干,[명사]골간.기본적이며핵심적인부분.
股份,[명사]주(株).주권.
孤独,[형용사]고독하다.외롭다.[명사]어려서아버지가없는사람과늙어서자식이없는사람.
股东,[명사]주주.출자자.
古董,[명사]골동품.골동품.
惯例,[명사]관례.관행.관례.
光芒,[명사]광망(光芒).빛살.
光辉,[명사]찬란한빛.눈부신빛.[형용사]찬란하다.밝게빛나다.
光彩,[명사]빛.광채.[형용사]영예롭다.영광스럽다.
官方,[명사]정부당국.정부측.
罐,[명사](～儿)단지.항아리.탄차(炭車).
拐杖,[명사]지팡이.단장(短杖).
钩子,[명사]갈고리.갈고리모양의물건.
构思,[동사]구상하다.[명사]구상.
工艺品,[명사](수)공예품.
功效,[명사]효능.효과.
公务,[명사]공무.
公式,[명사]공식.일반법칙.
共鸣,[명사]공명.공감.동감.
公民,[명사]국민.공민.
功劳,[명사]공로.
共和国,[명사]공화국.
公告,[명사]공고.공포.[동사]공포하다.공고하다.
宫殿,[명사]궁전.
公安局,[명사]공안국.경찰국.
个体,[명사]개체.개물(個物).자영업(자).개인사업(자).
格式,[명사]격식.양식.
根源,[명사]근원.근본원인.뿌리와수원(水源).[동사]…에서비롯되다[기원하다].
跟随,[동사](뒤)따르다.동행하다.[명사]수행원.동행.
跟前,[명사](～儿)곁.신변.(어떤시기에)가까운[근접한]때.
耕地,[동사]논밭을갈다.[명사]경지.전지.
格局,[명사]짜임새.구조.
隔阂,[명사](생각·감정의)틈.간격.
疙瘩,[명사]종기.뾰두라지.덩이.덩어리.의혹과근심.풀기힘든갈등.[형용사]의견이맞지않다.사이가좋지않다.
高明,[형용사](견해·기예등이)고명하다.빼어나다.[명사]고명한사람.
稿件,[명사]원고.작품.
高峰,[명사]고봉.최고위층절정.극치.
高潮,[명사]만조.(최)고조.클라이맥스(climax).(소설·연극·영화의)클라이맥스(climax).절정.오르가즘.
干涉,[동사]간섭하다.[명사]관계.간섭.
干劲,[명사](일하려는)의욕.열정.
岗位,[명사]직장.부서.보초서는곳.
港湾,[명사]항만.
纲领,[명사]강령.대강(大綱).지도원칙.
港口,[명사]항구.항만.
杠杆,[명사]지레.지렛대.균형을잡아주거나조정을해주는사물또는역량.지렛대.
改良,[동사]개량하다.개선하다.[명사]개량.개혁.
腹泻,[명사]설사.
辐射,[동사]복사하다.방사(放射)하다.기계파·전자파·다량의미립자가사방으로방출[방사]되다.어떤사물이비교적큰범위내에서적극적으로영향을끼치다.[명사]복사.방사.
夫人,[명사]부인.기혼여성에대한호칭.제후(諸侯)의아내에대한호칭.제왕의첩[후궁]에대한호칭.
福气,[명사]복.행운.
俘虏,[명사]포로.[동사]포로로잡다.(사상이나세력에)사로잡히다.포로가되다.
福利,[명사]복지.복리.후생복지.[동사]복리[복지]를증진시키다.
附件,[명사]부품.부분품.부속문건.관련문서[물품].
符号,[명사]기호.표기.휘장.표장(標章).
覆盖,[동사]덮다.뒤덮다.[명사]지면을덮은식물.
夫妇,[명사]부부
幅度,[명사]정도.폭.사물의변동폭.
负担,[명사]부담.책임.[동사]부담하다.책임지다.
副,[형용사]제2의.보조의.부수적인.부대적인.차등의.둘째의.[양사]켤레.쌍.
粉色,[명사]분홍색.핑크색.
分歧,[형용사]불일치하다.어긋나다.[명사]불일치.상이.
坟墓,[명사]무덤.
粉末,[명사]가루.분말.
分泌,[동사]분비하다.분비되어나오다.암석의갈라진틈이유동(流動)하는광물로메워지다.[명사]2와같은방식으로형성된광물.
分量,[명사]중량.무게.(문장·말등의)무게.중량.
奉献,[동사]삼가바치다.바치다.[명사]공헌.이바지.
风味,[명사]맛.색채.
风土人情,[명사]지방의특색과풍습.풍토와인심.
丰收,[동사]풍작을이루다.풍년이들다.좋은성적을[성과를]거두다.[명사]풍작.풍년.(좋은)성적.성과.
风趣,[형용사](말이나글등이)유머러스하다.해학적이다.[명사]유머.익살.
风气,[명사](사회나집단의)풍조(風潮).기풍(氣風).
封建,[명사]봉건제도.봉건사회[사상].[형용사]봉건적인.
风光,[명사]풍경.경치.
风度,[명사]품격.풍모.
风暴,[명사]폭풍.폭풍우.대규모사건[현상].어려운사태.
逢,[동사]만나다.마주치다.[명사](Féng)성(姓).
分寸,[명사](일이나말의)분별.분수.
分辨,[동사]분별하다.구분하다.[명사]분해.
